,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR,HTGS,ATGS,HTGC,ATGC,HHGS,AHGS,HHGC,AHGC,HTP,ATP,HM1,AM1,HM2,AM2,HM3,AM3,HM4,AM4,HM5,AM5,MW
64,2024-10-05,Inter,Torino,3,2,2,1,H,13,10,7,8,7,4,5,4,11,11,W,L,L,W,D,D,W,W,W,W,7
65,2024-10-06,Juventus,Cagliari,1,1,1,0,D,9,4,0,10,2,3,1,1,12,5,W,W,D,L,D,L,D,L,W,D,7
66,2024-10-06,Lazio,Empoli,2,1,1,1,H,12,5,10,2,9,1,4,1,10,10,W,D,L,W,W,D,D,D,L,W,7
67,2024-10-06,Bologna,Parma,0,0,0,0,D,7,10,9,12,4,7,5,4,7,5,D,L,W,D,D,L,D,L,L,W,7
68,2024-10-06,Monza,AS Roma,1,1,0,1,D,4,7,8,4,2,2,4,5,3,9,L,W,L,W,D,D,D,D,L,L,7
69,2024-10-06,Fiorentina,AC Milan,2,1,1,1,H,7,14,7,7,1,10,7,4,7,11,D,W,W,W,L,W,D,D,D,L,7
70,2024-10-19,Genoa,Bologna,2,2,0,2,D,5,7,15,9,7,4,3,5,5,8,L,D,L,D,L,W,D,D,L,D,8
71,2024-10-19,Como,Parma,1,1,1,0,D,10,10,14,12,6,7,9,4,8,6,L,D,W,L,W,D,D,L,L,L,8
72,2024-10-19,AC Milan,Udinese,1,0,1,0,H,15,10,9,10,11,6,5,6,11,13,L,W,W,L,W,L,W,W,D,W,8
73,2024-10-19,Juventus,Lazio,1,0,0,1,H,10,14,1,11,3,10,1,5,13,13,D,W,W,W,D,L,D,W,D,D,8
74,2024-10-20,Empoli,Napoli,0,1,0,0,A,6,14,4,5,2,7,2,6,10,16,L,W,D,W,W,D,D,W,D,W,8
75,2024-10-20,Venezia,Atalanta,0,2,0,0,A,5,16,12,13,4,9,9,8,4,10,L,W,L,D,W,L,L,W,L,L,8
76,2024-10-20,Lecce,Fiorentina,0,6,0,0,A,3,9,12,8,4,2,5,8,5,10,L,W,L,D,D,W,D,L,W,D,8
77,2024-10-20,Cagliari,Torino,3,2,1,2,H,5,12,11,11,3,5,2,6,6,11,D,L,W,L,L,W,L,D,L,W,8
78,2024-10-20,AS Roma,Inter,0,1,0,0,A,8,16,5,9,3,9,5,6,10,14,D,W,W,W,W,L,D,D,D,W,8
79,2024-10-21,Verona,Monza,0,3,0,0,A,12,5,12,9,4,2,8,5,9,4,W,D,L,L,L,L,L,D,W,D,8
80,2024-10-25,Udinese,Cagliari,2,0,1,1,H,10,8,11,13,6,4,7,4,13,9,L,W,W,D,L,W,L,L,W,L,9
81,2024-10-25,Torino,Como,1,0,0,1,H,14,11,14,15,7,7,7,9,11,9,L,D,L,L,L,W,W,W,D,D,9
82,2024-10-26,Napoli,Lecce,1,0,0,1,H,15,3,5,18,7,4,6,5,19,5,W,L,W,L,W,L,D,D,W,D,9
83,2024-10-26,Atalanta,Verona,6,1,5,1,H,18,12,13,15,9,4,8,8,13,9,W,L,W,W,D,L,L,L,W,L,9
84,2024-10-27,Parma,Empoli,1,1,0,1,D,11,6,13,5,7,2,5,2,7,10,D,L,D,L,L,D,D,W,L,D,9
85,2024-10-27,Lazio,Genoa,3,0,1,2,H,14,7,12,17,11,7,5,5,13,6,L,D,W,L,W,L,L,L,W,D,9
86,2024-10-27,Monza,Venezia,2,2,2,0,D,8,5,9,14,2,4,5,9,7,4,W,L,D,L,L,L,L,W,D,L,9
87,2024-10-27,Inter,Juventus,4,4,3,1,D,17,11,9,1,9,3,6,2,17,16,W,W,W,D,W,W,L,D,D,D,9
88,2024-10-27,Fiorentina,AS Roma,5,1,3,2,H,15,8,8,6,2,3,8,5,13,10,W,L,W,D,D,W,W,W,L,D,9
89,2024-10-29,Cagliari,Bologna,0,2,0,0,A,8,9,13,11,4,6,4,5,9,9,W,D,D,D,W,D,L,W,L,D,9
90,2024-10-29,Lecce,Verona,1,0,0,1,H,3,13,19,21,5,5,5,13,5,9,L,L,L,L,L,W,L,L,D,L,10
91,2024-10-29,AC Milan,Napoli,0,2,0,0,A,16,16,11,5,12,7,5,7,14,22,L,W,W,W,L,W,W,W,W,D,10
92,2024-10-30,Empoli,Inter,0,3,0,0,A,7,21,6,13,3,12,2,7,11,18,D,D,L,W,L,W,D,W,W,L,10
93,2024-10-30,Venezia,Udinese,3,2,1,2,H,7,12,16,11,4,7,11,8,5,16,D,W,L,L,L,W,L,L,W,L,10
94,2024-10-30,Juventus,Parma,2,2,1,1,D,15,12,5,14,4,7,5,6,17,8,D,D,W,D,D,D,W,L,D,D,10
95,2024-10-30,Atalanta,Monza,2,0,0,2,H,24,10,14,11,14,4,9,5,16,8,W,D,W,W,W,D,D,L,L,L,10
96,2024-10-31,Genoa,Fiorentina,0,1,0,0,A,7,20,20,9,9,5,6,10,6,16,L,W,D,W,L,W,L,D,L,W,10
97,2024-10-31,AS Roma,Torino,1,0,1,0,H,9,15,11,14,5,7,8,8,10,14,L,W,L,L,D,L,W,L,W,W,10
98,2024-10-31,Como,Lazio,1,5,0,1,A,11,17,16,12,8,12,9,7,9,16,L,W,D,L,L,W,W,W,W,L,10
99,2024-11-02,Bologna,Lecce,1,0,0,1,H,11,3,11,19,6,5,5,5,12,5,W,L,D,L,D,L,D,L,W,D,10
100,2024-11-02,Udinese,Juventus,0,2,0,0,A,14,17,14,7,9,5,9,6,16,18,L,D,W,D,L,W,W,D,L,W,11
101,2024-11-02,Monza,AC Milan,0,1,0,0,A,10,17,13,11,6,12,5,5,8,17,L,W,D,L,W,W,D,L,L,W,11
102,2024-11-03,Napoli,Atalanta,0,3,0,0,A,18,26,5,14,7,14,7,11,25,19,W,W,W,W,W,W,W,W,W,D,11
103,2024-11-03,Torino,Fiorentina,0,1,0,0,A,15,21,15,9,7,5,9,10,14,19,L,W,W,W,L,W,L,W,L,D,11
104,2024-11-03,Verona,AS Roma,3,2,2,1,H,13,10,22,11,6,6,13,8,9,13,L,W,L,L,L,L,W,D,L,W,11
105,2024-11-03,Inter,Venezia,1,0,0,1,H,24,10,13,18,12,5,7,13,21,8,W,W,D,D,W,L,W,L,W,L,11
106,2024-11-04,Empoli,Como,1,0,0,1,H,7,12,9,21,3,8,2,10,11,9,L,L,D,L,L,D,L,L,D,W,11
107,2024-11-04,Parma,Genoa,0,1,0,0,A,14,7,16,21,8,9,7,6,9,6,D,L,D,L,D,D,D,L,L,L,11
108,2024-11-04,Lazio,Cagliari,2,1,1,1,H,22,8,13,17,13,5,7,5,19,9,W,L,W,L,L,W,W,D,W,W,11
109,2024-11-07,Genoa,Como,1,1,0,1,D,7,12,21,21,9,8,6,10,6,9,L,L,L,L,D,D,L,L,L,W,11
110,2024-11-08,Lecce,Empoli,1,1,0,1,D,4,8,20,9,6,3,6,3,8,14,L,W,W,L,L,D,L,L,L,L,12
111,2024-11-09,Venezia,Parma,1,2,1,0,A,10,14,19,17,6,8,13,7,8,9,L,L,W,D,D,D,L,D,L,D,12
112,2024-11-09,Cagliari,AC Milan,3,3,1,2,D,9,20,19,14,6,14,6,6,9,18,L,D,L,W,L,L,W,W,D,L,12
113,2024-11-09,Juventus,Torino,2,0,1,1,H,19,15,7,16,5,7,6,9,21,14,W,L,D,L,D,W,W,L,D,L,12
114,2024-11-10,Atalanta,Udinese,2,1,0,2,H,29,14,14,16,14,9,11,9,22,16,W,L,W,L,W,W,W,L,W,W,12
115,2024-11-10,AS Roma,Bologna,2,3,0,2,A,12,15,14,13,7,8,10,6,13,18,L,W,W,W,L,W,L,D,D,D,12
116,2024-11-10,Fiorentina,Verona,3,1,1,2,H,22,16,9,24,5,8,10,14,22,12,W,W,W,L,W,L,W,L,W,W,12
117,2024-11-10,Monza,Lazio,0,1,0,0,A,10,24,14,14,6,14,5,8,8,22,L,W,L,W,D,W,W,L,D,W,12
118,2024-11-10,Inter,Napoli,1,1,1,0,D,25,18,13,8,12,7,8,7,24,25,W,L,W,W,D,W,W,W,W,W,12
119,2024-11-23,Verona,Inter,0,5,0,0,A,16,25,24,13,8,12,14,8,12,24,W,W,L,W,L,D,L,W,W,W,12
120,2024-11-23,AC Milan,Juventus,0,0,0,0,D,20,21,14,7,14,6,6,7,19,24,D,W,D,W,W,D,L,D,W,W,13
121,2024-11-23,Parma,Atalanta,1,3,0,1,A,16,31,18,15,8,14,8,13,12,25,W,W,L,W,D,W,D,W,D,W,13
122,2024-11-24,Genoa,Cagliari,2,2,1,1,D,9,12,22,22,9,7,7,8,10,10,D,D,W,L,L,L,L,L,D,W,13
123,2024-11-24,Torino,Monza,1,1,0,1,D,15,10,18,15,8,6,10,5,14,8,L,L,L,L,L,L,W,D,L,W,13
124,2024-11-24,Como,Fiorentina,0,2,0,0,A,13,25,23,10,10,6,10,12,10,25,D,W,L,W,L,W,L,W,D,W,13
125,2024-11-24,Napoli,AS Roma,1,0,0,1,H,19,14,9,17,7,7,8,12,26,13,D,L,L,L,W,W,W,L,W,L,13
126,2024-11-24,Lazio,Bologna,3,0,0,3,H,25,15,14,16,14,11,8,6,25,18,W,L,W,W,W,W,W,W,L,D,13
127,2024-11-25,Empoli,Udinese,1,1,1,0,D,9,15,10,18,4,11,3,9,15,16,D,L,W,L,L,L,D,W,L,L,13
128,2024-11-25,Venezia,Lecce,0,1,0,0,A,11,5,21,21,7,6,13,7,8,9,L,D,L,L,W,W,D,L,L,L,13
129,2024-11-29,Cagliari,Verona,1,0,0,1,H,12,17,22,27,7,10,8,15,10,12,D,L,L,W,L,L,L,L,W,L,13
130,2024-11-30,Como,Monza,1,1,1,0,D,13,11,25,16,10,7,10,5,10,9,L,D,D,L,L,L,L,L,L,D,14
131,2024-11-30,AC Milan,Empoli,3,0,2,1,H,23,10,14,11,16,5,7,3,22,16,W,D,D,D,D,W,W,L,L,D,14
132,2024-11-30,Bologna,Venezia,3,0,1,2,H,18,11,16,22,12,7,8,13,21,8,W,L,L,L,W,L,W,W,W,D,14
133,2024-12-01,Udinese,Genoa,0,2,0,0,A,16,11,19,24,11,10,10,8,17,11,D,D,L,D,L,W,L,L,W,L,14
134,2024-12-01,Torino,Napoli,0,1,0,0,A,16,20,19,9,8,7,11,9,15,29,D,W,L,D,L,L,L,W,W,W,14
135,2024-12-01,Parma,Lazio,3,1,1,2,H,17,28,21,14,8,14,9,11,12,28,L,W,W,W,L,W,D,W,D,W,14
136,2024-12-01,Lecce,Juventus,1,1,0,1,D,6,21,21,7,6,6,7,7,12,25,W,D,D,W,L,W,W,D,L,D,14
137,2024-12-02,AS Roma,Atalanta,0,2,0,0,A,14,34,18,16,8,15,12,13,13,28,L,W,L,W,L,W,W,W,L,W,14
138,2024-12-06,Inter,Parma,3,1,1,2,H,31,17,14,21,13,8,8,9,28,12,W,L,D,W,W,L,W,D,D,D,14
139,2024-12-06,Atalanta,AC Milan,2,1,1,1,H,34,23,16,14,15,16,13,7,28,22,W,W,W,D,W,D,W,W,W,L,14
140,2024-12-07,Genoa,Torino,0,0,0,0,D,13,16,24,20,10,8,8,11,14,15,W,L,D,D,D,L,W,L,L,L,15
141,2024-12-07,Juventus,Bologna,2,2,0,2,D,22,20,8,18,7,14,7,8,26,22,D,D,D,W,W,L,W,W,D,W,15
142,2024-12-07,AS Roma,Lecce,4,1,1,3,H,14,7,20,22,8,6,12,8,13,13,L,D,L,W,L,D,L,L,W,W,15
143,2024-12-08,Fiorentina,Cagliari,1,0,1,0,H,28,15,10,24,7,8,12,10,31,14,W,W,W,D,W,D,W,L,W,L,15
144,2024-12-08,Verona,Empoli,1,4,1,0,A,17,10,33,14,11,6,15,5,12,16,L,L,L,D,L,D,W,W,L,L,15
145,2024-12-08,Venezia,Como,2,2,1,1,D,11,14,25,26,9,11,14,10,8,11,L,D,L,L,L,D,L,L,W,L,15
146,2024-12-08,Napoli,Lazio,0,1,0,0,A,21,29,9,17,7,16,9,12,32,28,W,L,W,W,D,W,L,W,W,W,15
147,2024-12-09,Monza,Udinese,1,2,0,1,A,12,16,17,21,7,11,6,10,10,17,D,L,D,D,L,L,L,L,L,L,15
148,2024-12-13,Empoli,Torino,0,1,0,0,A,10,16,14,20,6,8,5,11,16,15,L,L,D,D,D,L,W,L,L,L,15
149,2024-12-14,Cagliari,Atalanta,0,1,0,0,A,15,36,24,16,8,15,10,13,14,31,W,W,D,W,D,W,L,W,L,W,15
150,2024-12-14,Udinese,Napoli,1,3,1,0,A,18,21,22,10,12,7,10,9,20,32,W,L,L,W,D,W,L,D,L,L,16
151,2024-12-14,Juventus,Venezia,2,2,1,1,D,24,13,10,27,7,10,9,15,27,9,D,D,D,L,D,L,W,L,W,L,16
152,2024-12-15,Lecce,Monza,2,1,2,0,H,8,13,26,19,9,7,9,7,13,10,L,L,D,D,W,D,D,L,L,L,16
153,2024-12-15,Bologna,Fiorentina,1,0,0,1,H,21,28,18,11,14,8,9,12,25,31,W,L,D,W,W,W,L,W,W,W,16
154,2024-12-15,Parma,Verona,2,3,1,1,A,21,18,25,37,11,12,12,15,15,12,L,L,W,L,L,L,W,L,L,W,16
155,2024-12-15,Como,AS Roma,2,0,0,2,H,16,18,28,21,12,9,11,15,12,16,D,W,D,L,L,L,D,L,L,L,16
156,2024-12-15,AC Milan,Genoa,0,0,0,0,D,24,13,16,24,17,10,8,8,23,15,D,D,L,W,W,D,D,D,D,W,16
157,2024-12-16,Lazio,Inter,0,6,0,0,A,30,40,17,15,16,14,12,10,31,34,W,W,L,W,W,W,W,D,W,W,16
158,2024-12-20,Verona,AC Milan,0,1,0,0,A,18,24,37,16,12,17,15,8,12,23,L,D,L,L,L,W,L,D,W,D,16
159,2024-12-21,Torino,Bologna,0,2,0,0,A,16,21,20,18,8,14,11,9,16,25,D,W,L,D,D,W,L,L,L,W,16
160,2024-12-21,Genoa,Napoli,1,2,0,1,A,13,24,24,11,10,7,8,10,16,35,D,W,D,L,W,W,D,W,D,D,17
161,2024-12-21,Lecce,Lazio,1,2,0,1,A,10,30,27,23,11,16,9,12,16,31,W,L,L,W,D,L,W,W,D,W,17
162,2024-12-22,AS Roma,Parma,5,0,2,3,H,18,23,23,28,11,12,15,13,16,15,L,L,W,L,L,W,L,L,L,W,17
163,2024-12-22,Venezia,Cagliari,2,1,1,1,H,15,15,29,26,11,8,16,11,10,14,D,L,D,L,L,W,L,D,L,D,17
164,2024-12-22,Atalanta,Empoli,3,2,2,1,H,39,14,17,16,16,6,14,6,37,19,W,L,W,W,W,L,W,D,W,D,17
165,2024-12-22,Monza,Juventus,1,2,1,0,A,14,26,21,12,7,8,9,10,10,28,L,D,L,D,D,D,D,D,L,W,17
166,2024-12-23,Fiorentina,Udinese,1,2,1,0,A,29,19,13,25,9,13,12,10,31,20,L,L,L,W,W,L,W,D,W,L,17
167,2024-12-23,Inter,Como,2,0,0,2,H,42,18,15,28,14,12,12,13,37,15,W,W,W,D,W,D,W,L,D,D,17
168,2024-12-28,Empoli,Genoa,1,2,0,1,A,14,13,16,24,6,10,6,8,19,16,L,D,W,D,L,W,D,D,D,D,17
169,2024-12-28,Parma,Monza,2,1,0,2,H,23,14,28,21,12,7,13,9,15,10,L,L,L,L,W,D,L,D,W,L,17
170,2024-12-28,Cagliari,Inter,0,3,0,0,A,16,45,28,15,9,14,12,12,14,40,L,W,L,W,L,W,W,W,D,W,18
171,2024-12-28,Lazio,Atalanta,1,1,1,0,D,32,42,24,19,17,18,12,15,34,40,W,W,L,W,W,W,L,W,W,W,18
172,2024-12-29,Udinese,Torino,2,2,1,1,D,21,17,26,22,13,8,11,11,23,19,W,L,L,W,W,D,L,L,D,D,18
173,2024-12-29,Napoli,Venezia,1,0,0,1,H,26,17,12,30,8,12,10,17,38,13,W,W,W,D,L,D,W,L,W,L,18
174,2024-12-29,Juventus,Fiorentina,2,2,1,1,D,28,31,13,15,8,10,11,13,31,32,W,D,D,L,D,L,D,W,D,W,18
175,2024-12-29,AC Milan,AS Roma,1,1,1,0,D,26,23,17,23,18,13,8,18,27,19,D,W,W,L,D,W,L,L,W,L,18
176,2024-12-30,Como,Lecce,2,0,0,2,H,18,11,30,29,14,11,13,10,15,16,L,L,W,W,D,L,D,D,L,W,18
177,2024-12-30,Bologna,Verona,2,3,1,1,A,25,21,21,40,15,13,10,16,28,15,L,L,W,W,W,L,D,L,W,L,18
178,2025-01-04,Venezia,Empoli,1,1,1,0,D,17,16,30,19,12,7,17,8,13,19,W,L,D,L,D,W,L,L,L,D,18
179,2025-01-04,Fiorentina,Napoli,0,3,0,0,A,31,26,15,12,10,8,13,10,32,38,D,W,L,W,L,L,W,W,W,W,18
180,2025-01-04,Verona,Udinese,0,0,0,0,D,24,23,42,28,14,14,17,12,18,24,W,D,L,W,W,L,L,W,L,L,19
181,2025-01-05,Monza,Cagliari,1,2,1,0,A,16,16,25,31,10,9,9,12,10,14,L,L,L,L,L,L,L,L,D,W,19
182,2025-01-05,Lecce,Genoa,0,0,0,0,D,11,16,31,27,13,11,10,9,16,19,L,W,L,L,W,D,L,D,D,W,19
183,2025-01-05,Torino,Parma,0,0,0,0,D,19,25,24,34,9,15,12,17,20,18,D,W,L,L,W,L,D,L,L,W,19
184,2025-01-05,AS Roma,Lazio,2,0,2,0,H,24,33,24,25,13,18,19,12,20,35,D,D,W,W,L,L,W,W,L,L,19
185,2025-01-10,Lazio,Como,1,1,1,0,D,33,20,25,30,18,14,12,15,35,18,D,W,W,L,L,W,W,D,L,D,19
186,2025-01-11,Udinese,Atalanta,0,0,0,0,D,23,43,28,20,14,18,12,16,24,41,D,D,W,W,L,W,W,W,L,W,19
187,2025-01-11,Empoli,Lecce,1,3,0,1,A,17,11,21,31,7,13,9,10,19,16,L,L,L,L,L,W,W,L,L,D,19
188,2025-01-11,Torino,Juventus,1,1,1,0,D,19,30,24,15,9,9,12,12,20,32,D,D,L,W,W,D,D,D,L,D,19
189,2025-01-11,AC Milan,Cagliari,1,1,0,1,D,27,16,18,31,18,9,9,12,28,14,D,L,D,L,W,L,D,L,L,W,19
190,2025-01-12,Genoa,Parma,1,0,0,1,H,16,25,27,34,11,15,9,17,20,19,D,D,W,W,L,L,D,L,D,L,20
191,2025-01-12,Venezia,Inter,0,1,0,0,A,18,48,32,17,14,16,17,12,14,44,D,D,L,W,W,W,D,W,D,W,20
192,2025-01-12,Bologna,AS Roma,2,2,0,2,D,29,26,25,24,15,15,14,19,30,23,D,W,D,D,L,W,W,L,W,W,20
